host_id,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,number_of_reviews
323568418,Melbourne,-37.81429,144.95291,Entire home/apt,6,1 bath,1,1,"[""Microwave"", ""Carbon monoxide alarm"", ""Breakfast"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Gym"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Pool"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Dryer"", ""Iron"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Indoor fireplace"", ""Washer""]",159.0,1,2
323775273,Melbourne,-37.81007,144.95695,Entire home/apt,4,2 baths,2,2,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Dishes and silverware"", ""Iron"", ""Hangers"", ""Essentials"", ""Heating"", ""Private entrance"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Washer""]",210.0,1,221
250749006,Maribyrnong,-37.77084,144.88142,Entire home/apt,2,1 bath,1,1,"[""Microwave"", ""Free street parking"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Stove"", ""Patio or balcony"", ""Pets allowed"", ""Refrigerator"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Smoking allowed"", ""Dryer"", ""Fire extinguisher"", ""Cooking basics"", ""Free parking on premises"", ""Washer""]",180.0,2,6
76510215,Melbourne,-37.8125,144.9504,Entire home/apt,3,1 bath,1,2,"[""Security cameras on property"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Pool"", ""Gym"", ""Dryer"", ""Iron"", ""First aid kit"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Heating"", ""Free parking on premises"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Washer""]",110.0,1,8
3005782,Melbourne,-37.8226,144.96329,Entire home/apt,2,1 bath,1,1,"[""Aveda shampoo"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Hangers"", ""River view"", ""Essentials"", ""Aveda conditioner"", ""Hair dryer"", ""Room-darkening shades"", ""TV"", ""Body soap"", ""Shower gel"", ""Air conditioning"", ""Heating"", ""Sonos Bluetooth sound system"", ""Iron"", ""Fire extinguisher"", ""Coffee maker: Nespresso"", ""Clothing storage: wardrobe"", ""Cooking basics"", ""Private entrance"", ""Cleaning products"", ""Free parking on premises""]",132.0,2,15
241121129,Boroondara,-37.82343,145.04373,Private room,2,1 private bath,1,1,"[""Microwave"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Dishes and silverware"", ""First aid kit"", ""Hangers"", ""Smart lock"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Lock on bedroom door"", ""Free dryer \u2013 In building"", ""Air conditioning"", ""Heating"", ""Security cameras on property"", ""Iron"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Self check-in"", ""Cooking basics"", ""Baking sheet"", ""Bread maker"", ""Private entrance"", ""Washer""]",98.0,3,66
122979750,Hume,-37.68383,144.92537,Entire home/apt,10,1.5 baths,3,5,"[""Microwave"", ""Hot water kettle"", ""Free street parking"", ""Lockbox"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Dishes and silverware"", ""First aid kit"", ""Conditioner"", ""Hangers"", ""Essentials"", ""Toaster"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Stove"", ""BBQ grill: gas"", ""Pets allowed"", ""Refrigerator"", ""Shower gel"", ""Wine glasses"", ""Dishwasher"", ""Backyard"", ""Air conditioning"", ""Heating"", ""Single level home"", ""Dryer"", ""Crib"", ""Iron"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Self check-in"", ""Cooking basics"", ""Private entrance"", ""Cleaning products"", ""Free parking on premises"", ""Washer""]",105.0,4,35
215996075,Whitehorse,-37.8193,145.12301,Private room,2,1 shared bath,1,1,"[""Pool"", ""Wifi"", ""Kitchen"", ""Gym"", ""Dryer"", ""Iron"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Lock on bedroom door"", ""Private entrance"", ""Hot water"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Washer"", ""Elevator""]",78.0,2,0
45356831,Glen Eira,-37.87215,145.00465,Entire home/apt,4,1 bath,2,4,"[""Carbon monoxide alarm"", ""Lockbox"", ""Paid washer \u2013 In building"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Patio or balcony"", ""Paid dryer \u2013 In building"", ""Pets allowed"", ""Refrigerator"", ""Air conditioning"", ""Heating"", ""Crib"", ""Iron"", ""Self check-in"", ""Private entrance"", ""Free parking on premises""]",240.0,4,4
321322643,Stonnington,-37.83669,144.99397,Entire home/apt,4,2 baths,2,2,"[""Microwave"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Gym"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""Shampoo"", ""Oven"", ""Pool"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Dryer"", ""Iron"", ""TV with standard cable"", ""Fire extinguisher"", ""Cooking basics"", ""Baking sheet"", ""Bread maker"", ""Private entrance"", ""Washer""]",127.0,7,0
321322643,Kingston,-38.00814,145.08986,Entire home/apt,8,3 baths,5,5,"[""Microwave"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Dryer"", ""Iron"", ""Fire extinguisher"", ""Cooking basics"", ""Bread maker"", ""Private entrance"", ""Free parking on premises"", ""Washer""]",204.0,3,3
226420201,Melbourne,-37.81457,144.96762,Entire home/apt,4,1 bath,2,4,"[""Microwave"", ""Coffee maker"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Stove"", ""Patio or balcony"", ""Bathtub"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Single level home"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Cooking basics"", ""Free parking on premises"", ""Washer""]",159.0,1,1
35069663,Melbourne,-37.80941,144.96154,Shared room,1,1 shared bath,1,1,"[""Microwave"", ""Lockbox"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Shower gel"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Heating"", ""Dryer"", ""Paid parking off premises"", ""Iron"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Self check-in"", ""Cooking basics"", ""Baking sheet"", ""Washer""]",40.0,1,2
5383441,Yarra,-37.80478,144.98365,Entire home/apt,2,1 bath,1,1,"[""Wifi"", ""Kitchen"", ""Stove"", ""Bed linens"", ""Single level home"", ""Dryer"", ""Dishes and silverware"", ""Iron"", ""Cleaning available during stay"", ""Refrigerator"", ""Essentials"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Hot water"", ""Long term stays allowed"", ""Hair dryer"", ""Oven"", ""Shampoo"", ""Air conditioning"", ""Washer""]",129.0,2,3
314668017,Monash,-37.87971,145.16427,Entire home/apt,4,2 baths,2,2,"[""Microwave"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Paid parking on premises"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Dryer"", ""Iron"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Cooking basics"", ""Baking sheet"", ""Washer""]",210.0,1,403
321322643,Port Phillip,-37.82882,144.95592,Entire home/apt,6,1 bath,2,4,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Iron"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Washer""]",127.0,3,1
321322643,Port Phillip,-37.8288,144.95627,Entire home/apt,6,2 baths,2,3,"[""Microwave"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Iron"", ""Fire extinguisher"", ""Cooking basics"", ""Bread maker"", ""Free parking on premises"", ""Washer""]",139.0,7,0
321322643,Melbourne,-37.80974,144.96191,Entire home/apt,4,1 bath,2,2,"[""Microwave"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Iron"", ""Fire extinguisher"", ""Cooking basics"", ""Bread maker"", ""Washer""]",145.0,2,4
321322643,Melbourne,-37.80623,144.96743,Entire home/apt,4,2 baths,2,2,"[""Microwave"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Gym"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""Shampoo"", ""Oven"", ""Pool"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Dryer"", ""Iron"", ""TV with standard cable"", ""Fire extinguisher"", ""Cooking basics"", ""Bread maker"", ""Free parking on premises"", ""Washer""]",169.0,4,5
108662937,Whitehorse,-37.81923,145.12424,Private room,2,2 baths,1,1,"[""Pool"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hot tub"", ""Gym"", ""Dryer"", ""Iron"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Heating"", ""Free parking on premises"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Washer""]",250.0,3,2
11914644,Yarra,-37.80253,144.97871,Entire home/apt,4,1 bath,2,2,"[""Microwave"", ""55\"" HDTV with Apple TV"", ""Hot water kettle"", ""Drying rack for clothing"", ""Carbon monoxide alarm"", ""Free street parking"", ""Host greets you"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Long term stays allowed"", ""Shampoo"", ""Oven"", ""Stove"", ""Clothing storage: dresser"", ""Pets allowed"", ""Refrigerator"", ""Hunter body soap"", ""Shower gel"", ""Dishwasher"", ""Air conditioning"", ""Freezer"", ""Dryer"", ""Iron"", ""Heating - split type ductless system"", ""Hunter conditioner"", ""Cleaning products"", ""Indoor fireplace"", ""Washer""]",321.0,1,6
321094035,Port Phillip,-37.86227,144.97893,Private room,2,1 private bath,1,1,"[""Microwave"", ""Private living room"", ""Carbon monoxide alarm"", ""Free street parking"", ""Host greets you"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Paid parking on premises"", ""Cleaning available during stay"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Long term stays allowed"", ""Stove"", ""Patio or balcony"", ""Pets allowed"", ""Refrigerator"", ""Shower gel"", ""Luggage dropoff allowed"", ""Backyard"", ""Air conditioning"", ""Heating"", ""Security cameras on property"", ""Dryer"", ""Crib"", ""Iron"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Cooking basics"", ""Bread maker"", ""Washer""]",99.0,1,6
324128372,Melbourne,-37.82603,144.9543,Private room,1,1 bath,1,1,"[""Wifi"", ""Kitchen"", ""Private living room"", ""Hangers"", ""Essentials"", ""Washer""]",36.0,1,0
217126112,Boroondara,-37.82448,145.04208,Private room,2,1 private bath,1,1,"[""Stainless steel gas stove"", ""Microwave"", ""Hot water kettle"", ""AC - split type ductless system"", ""Carbon monoxide alarm"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Dishes and silverware"", ""First aid kit"", ""Hangers"", ""Smart lock"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Lock on bedroom door"", ""Free dryer \u2013 In building"", ""Heating"", ""Security cameras on property"", ""Iron"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Self check-in"", ""Cooking basics"", ""Baking sheet"", ""Bread maker"", ""Free washer \u2013 In building"", ""Private entrance""]",88.0,3,72
321322643,Melbourne,-37.80686,144.96082,Entire home/apt,4,2 baths,2,2,"[""Microwave"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Hot tub"", ""Dishes and silverware"", ""Gym"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""Shampoo"", ""Oven"", ""Pool"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Dryer"", ""Iron"", ""TV with standard cable"", ""Fire extinguisher"", ""Cooking basics"", ""Bread maker"", ""Washer""]",145.0,3,0
35370298,Stonnington,-37.8376,144.99349,Entire home/apt,4,1 bath,2,3,"[""Microwave"", ""BBQ grill"", ""Lockbox"", ""High chair"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Shower gel"", ""Shared pool"", ""Dishwasher"", ""Backyard"", ""Air conditioning"", ""Heating"", ""Dryer"", ""Crib"", ""Iron"", ""Self check-in"", ""Cooking basics"", ""Private entrance"", ""Resort access"", ""Free parking on premises"", ""Washer""]",145.0,2,32
14461787,Whitehorse,-37.85785,145.13653,Entire home/apt,2,1 bath,2,2,"[""Microwave"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Free street parking"", ""Hot water"", ""Dining table"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Dishes and silverware"", ""Rice maker"", ""First aid kit"", ""Conditioner"", ""Hangers"", ""Essentials"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Hair dryer"", ""Room-darkening shades"", ""TV"", ""Shampoo"", ""Long term stays allowed"", ""Stove"", ""Coffee"", ""Bathtub"", ""Portable fans"", ""Outdoor dining area"", ""Refrigerator"", ""Shower gel"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Garden view"", ""Air conditioning"", ""Heating"", ""Freezer"", ""Smoking allowed"", ""Single level home"", ""Outdoor furniture"", ""Iron"", ""Courtyard view"", ""Extra pillows and blankets"", ""Clothing storage: wardrobe"", ""Cooking basics"", ""Private entrance"", ""Private patio or balcony"", ""Cleaning products"", ""Washer""]",121.0,3,5
321322643,Melbourne,-37.82683,144.95751,Entire home/apt,4,2 baths,2,2,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Iron"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Heating"", ""Fire extinguisher"", ""Free parking on premises"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Washer""]",139.0,7,0
324163034,Casey,-38.04471,145.35052,Private room,2,1 shared bath,1,1,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Private living room"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Heating"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Hot water"", ""Hair dryer"", ""Shampoo"", ""Air conditioning"", ""Washer""]",149.0,1,8
217126112,Boroondara,-37.82272,145.04251,Private room,2,1 private bath,1,1,"[""Microwave"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Dishes and silverware"", ""First aid kit"", ""Hangers"", ""Smart lock"", ""Essentials"", ""Hair dryer"", ""Long term stays allowed"", ""Shampoo"", ""Oven"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Lock on bedroom door"", ""Air conditioning"", ""Heating"", ""Security cameras on property"", ""Dryer"", ""Iron"", ""Ethernet connection"", ""Extra pillows and blankets"", ""TV with standard cable"", ""Fire extinguisher"", ""Self check-in"", ""Cooking basics"", ""Baking sheet"", ""Bread maker"", ""Private entrance"", ""Washer""]",88.0,3,46
41956890,Port Phillip,-37.84141,144.95507,Entire home/apt,4,1 bath,2,2,"[""BBQ grill"", ""EV charger"", ""Breakfast"", ""Coffee maker"", ""Hot water"", ""Park view"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Fire pit"", ""Dishes and silverware"", ""First aid kit"", ""Beach view"", ""Hangers"", ""Essentials"", ""40\"" HDTV"", ""Hair dryer"", ""Long term stays allowed"", ""Shampoo"", ""Bathtub"", ""Shared hot tub"", ""Outdoor kitchen"", ""Outdoor dining area"", ""Refrigerator"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Bay view"", ""Dryer \u2013\u00a0In unit"", ""Backyard"", ""Air conditioning"", ""Heating"", ""Game console"", ""Outdoor furniture"", ""Iron"", ""Courtyard view"", ""Children\u2019s books and toys"", ""Fire extinguisher"", ""Private entrance"", ""Lake view"", ""Free parking on premises"", ""Washer""]",550.0,1,2
310263639,Melbourne,-37.81731,144.95309,Entire home/apt,3,1 bath,1,2,"[""Shared gym in building"", ""Microwave"", ""Hot water kettle"", ""BBQ grill"", ""Drying rack for clothing"", ""AC - split type ductless system"", ""Fast wifi \u2013 62 Mbps"", ""55\"" HDTV with Chromecast"", ""Host greets you"", ""Hot water"", ""Google Nest Mini Bluetooth sound system"", ""Dining table"", ""Smoke alarm"", ""Kitchen"", ""Bed linens"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Toaster"", ""Whirlpool stainless steel gas stove"", ""Hair dryer"", ""Room-darkening shades"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Free residential garage on premises \u2013 1 space"", ""Bathtub"", ""Portable fans"", ""Free washer \u2013 In unit"", ""Outdoor dining area"", ""Refrigerator"", ""Shared indoor pool - available all year, open specific hours, heated"", ""Shower gel"", ""Wine glasses"", ""Cleaning products"", ""Dishwasher"", ""Heating"", ""Freezer"", ""Single level home"", ""City skyline view"", ""Outdoor furniture"", ""Iron"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Exercise equipment""]",136.0,2,166
175946909,Yarra Ranges,-37.7859,145.38638,Private room,4,1 private bath,2,2,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dryer"", ""Iron"", ""Pets allowed"", ""Essentials"", ""Heating"", ""Free parking on premises"", ""Hot water"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Washer""]",149.0,1,0
326073204,Port Phillip,-37.86346,144.97456,Entire home/apt,6,2 baths,3,4,"[""Microwave"", ""Hot water kettle"", ""BBQ grill"", ""Drying rack for clothing"", ""Free parking garage on premises \u2013 1 space"", ""Carbon monoxide alarm"", ""JBL Bluetooth sound system"", ""Books and reading material"", ""Barbecue utensils"", ""High chair"", ""Exercise equipment"", ""Hot water"", ""Indoor fireplace: gas"", ""Fast wifi \u2013 69 Mbps"", ""Free street parking"", ""Lockbox"", ""Dining table"", ""Smoke alarm"", ""Kitchen"", ""Waterfront"", ""Bed linens"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Miele stainless steel gas stove"", ""First aid kit"", ""Beach view"", ""Hangers"", ""Essentials"", ""Toaster"", ""Game console: PS3"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Room-darkening shades"", ""Long term stays allowed"", ""Board games"", ""Coffee"", ""Bathtub"", ""Public or shared beach access \u2013 Beachfront"", ""Shared backyard \u2013 Fully fenced"", ""Portable fans"", ""Free washer \u2013 In unit"", ""Laundromat nearby"", ""Outdoor dining area"", ""Refrigerator"", ""Shower gel"", ""Bay view"", ""Treseme conditioner"", ""Safe"", ""Central air conditioning"", ""Dishwasher"", ""Wine glasses"", ""Miele stainless steel oven"", ""Sunkin body soap"", ""Treseme shampoo"", ""Heating"", ""Freezer"", ""Outdoor furniture"", ""Crib"", ""Iron"", ""Paid parking off premises"", ""50\"" HDTV with Amazon Prime Video, Apple TV, Netflix"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Coffee maker: Nespresso"", ""Self check-in"", ""Clothing storage: wardrobe"", ""Cooking basics"", ""Private patio or balcony"", ""Cleaning products""]",551.0,2,71
321094035,Port Phillip,-37.86299,144.97888,Private room,4,1 private bath,1,1,"[""Microwave"", ""Carbon monoxide alarm"", ""Free street parking"", ""Host greets you"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Stove"", ""Pets allowed"", ""Refrigerator"", ""Air conditioning"", ""Heating"", ""Security cameras on property"", ""Dryer"", ""Iron"", ""Fire extinguisher"", ""Washer""]",102.0,1,10
324212485,Brimbank,-37.80115,144.81298,Entire home/apt,5,1.5 baths,4,4,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hot tub"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Heating"", ""Fire extinguisher"", ""Free parking on premises"", ""Indoor fireplace"", ""Private entrance"", ""TV"", ""Air conditioning"", ""Washer""]",75.0,2,6
321094035,Port Phillip,-37.86263,144.97901,Private room,1,1 private bath,1,1,"[""Microwave"", ""Private living room"", ""Carbon monoxide alarm"", ""Free street parking"", ""Host greets you"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Paid parking on premises"", ""Cleaning available during stay"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Long term stays allowed"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Shower gel"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Heating"", ""Security cameras on property"", ""Dryer"", ""Crib"", ""Iron"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Cooking basics"", ""Bread maker"", ""Washer""]",89.0,1,4
261562746,Yarra,-37.78428,145.02383,Private room,2,1 shared bath,1,1,"[""Security cameras on property"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dryer"", ""Iron"", ""First aid kit"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Heating"", ""Fire extinguisher"", ""Free parking on premises"", ""Indoor fireplace"", ""TV"", ""Air conditioning"", ""Washer""]",149.0,2,0
11061627,Port Phillip,-37.86288,144.98216,Entire home/apt,4,1 bath,2,2,"[""Beach essentials"", ""Coffee maker"", ""Free street parking"", ""Host greets you"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Stove"", ""Pocket wifi"", ""Refrigerator"", ""Shower gel"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Iron"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Cooking basics"", ""Baking sheet"", ""Private entrance"", ""Washer""]",95.0,2,2
321322643,Melbourne,-37.8086,144.96131,Entire home/apt,5,2 baths,2,3,"[""Pool"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hot tub"", ""Gym"", ""Iron"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Heating"", ""Fire extinguisher"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Washer""]",147.0,7,1
321322643,Yarra,-37.81108,145.01287,Entire home/apt,2,1 bath,1,1,"[""Microwave"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Hot tub"", ""Dishes and silverware"", ""Gym"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Pool"", ""Stove"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Iron"", ""Fire extinguisher"", ""Cooking basics"", ""Bread maker"", ""Washer""]",109.0,7,2
321094035,Port Phillip,-37.86294,144.98053,Private room,2,1 private bath,1,2,"[""Microwave"", ""Private living room"", ""Carbon monoxide alarm"", ""Free street parking"", ""Lockbox"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Long term stays allowed"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Shower gel"", ""Luggage dropoff allowed"", ""Backyard"", ""Air conditioning"", ""Heating"", ""Security cameras on property"", ""Dryer"", ""Crib"", ""Iron"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Self check-in"", ""Cooking basics"", ""Washer""]",92.0,1,36
302684901,Melbourne,-37.81614,144.9539,Shared room,1,0 shared baths,1,1,"[""Fire extinguisher"", ""Smoke alarm""]",149.0,1,1
169197411,Port Phillip,-37.87397,144.97948,Private room,2,1 shared bath,1,1,"[""Smoking allowed"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Iron"", ""Essentials"", ""Hot water"", ""Hair dryer"", ""TV"", ""Washer""]",60.0,1,1
