host_id,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,number_of_reviews
163778118,Whitehorse,-37.81984,145.1141,Private room,2,1 shared bath,1,1,"[""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Washer"", ""Hangers"", ""Free parking on premises"", ""Heating""]",150.0,1,0
32316995,Melbourne,-37.81455993652344,144.95741271972656,Entire home/apt,4,2 baths,2,2,"[""Microwave"", ""Carbon monoxide alarm"", ""Host greets you"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Gym"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Pool"", ""Patio or balcony"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Dryer"", ""Crib"", ""Iron"", ""Fire extinguisher"", ""Washer""]",174.0,2,107
9510598,Melbourne,-37.81757,144.96456,Entire home/apt,6,2 baths,2,2,"[""Microwave"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Lockbox"", ""High chair"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Long term stays allowed"", ""Shampoo"", ""Oven"", ""Stove"", ""Bathtub"", ""Body soap"", ""Free washer \u2013 In unit"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Central air conditioning"", ""Dishwasher"", ""Heating"", ""Single level home"", ""Crib"", ""Iron"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Fire extinguisher"", ""Self check-in"", ""Cooking basics"", ""65\"" HDTV with Netflix, standard cable""]",236.0,5,124
52898880,Yarra Ranges,-37.64854,145.52905,Entire home/apt,9,2.5 baths,4,4,"[""Microwave"", ""Barbecue utensils"", ""High chair"", ""Hot water"", ""Dining table"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Children\u2019s dinnerware"", ""First aid kit"", ""Conditioner"", ""Hangers"", ""Essentials"", ""Toaster"", ""Hair dryer"", ""TV"", ""Room-darkening shades"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Stove"", ""Coffee"", ""Patio or balcony"", ""Outdoor dining area"", ""Refrigerator"", ""Shower gel"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Dishwasher"", ""Backyard"", ""Air conditioning"", ""Heating"", ""Freezer"", ""Dryer"", ""Iron"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Free parking on premises"", ""Washer""]",695.0,2,60
63444499,Manningham,-37.79511,145.16139,Private room,1,1 shared bath,1,1,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Free parking on premises"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Washer""]",149.0,1,0
29005021,Frankston,-38.09063,145.13054,Entire home/apt,6,1 bath,3,3,"[""Beach essentials"", ""Record player"", ""BBQ grill"", ""TV with Netflix, standard cable"", ""Window AC unit"", ""Barbecue utensils"", ""Free street parking"", ""Lockbox"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Children\u2019s dinnerware"", ""Conditioner"", ""Hangers"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Room-darkening shades"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Stove"", ""Portable fans"", ""Laundromat nearby"", ""Pets allowed"", ""Refrigerator"", ""Shower gel"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Freezer"", ""Single level home"", ""Dryer"", ""Iron"", ""Children\u2019s books and toys"", ""Central heating"", ""Fire extinguisher"", ""Coffee maker: Nespresso"", ""Self check-in"", ""Private patio or balcony"", ""Cooking basics"", ""Private entrance"", ""Free parking on premises"", ""Washer""]",175.0,3,57
50860464,Boroondara,-37.81564,145.04261,Entire home/apt,2,1 bath,0,1,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Iron"", ""Hangers"", ""Pets allowed"", ""Essentials"", ""Heating"", ""Fire extinguisher"", ""Free parking on premises"", ""Hair dryer"", ""Shampoo"", ""Air conditioning"", ""Washer""]",73.0,2,2
63444499,Manningham,-37.79548,145.16112,Private room,4,1 private bath,0,1,"[""Pool"", ""Wifi"", ""Private living room"", ""Smart lock"", ""Essentials"", ""Self check-in"", ""TV"", ""Shampoo"", ""Washer""]",50.0,1,1
73511300,Melbourne,-37.82546,144.96111,Private room,1,1 shared bath,1,1,"[""Pool"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Gym"", ""Smoking allowed"", ""Building staff"", ""Hangers"", ""Essentials"", ""Heating"", ""Self check-in"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Washer"", ""Elevator""]",45.0,3,4
40455436,Melbourne,-37.81526,144.95236,Entire home/apt,2,1 bath,0,1,"[""Microwave"", ""Carbon monoxide alarm"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Gym"", ""Dishes and silverware"", ""Paid parking on premises"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Pool"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Dishwasher"", ""Backyard"", ""Air conditioning"", ""Heating"", ""Single level home"", ""Dryer"", ""Iron"", ""Washer""]",155.0,1,9
40455436,Melbourne,-37.8162,144.95409,Entire home/apt,2,1 bath,0,1,"[""Microwave"", ""Carbon monoxide alarm"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Gym"", ""Dishes and silverware"", ""Paid parking on premises"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Pool"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Dishwasher"", ""Backyard"", ""Air conditioning"", ""Heating"", ""Single level home"", ""Dryer"", ""Iron"", ""Washer""]",145.0,1,52
489632483,Melbourne,-37.81591,144.96456,Entire home/apt,2,1 bath,1,1,"[""Microwave"", ""Hot water kettle"", ""Coffee maker"", ""High chair"", ""Host greets you"", ""Hot water"", ""Elevator"", ""Dining table"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Conditioner"", ""Hangers"", ""Essentials"", ""Toaster"", ""Pack \u2019n play/Travel crib"", ""Clothing storage"", ""TV"", ""Hair dryer"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Stove"", ""Coffee"", ""Body soap"", ""Free washer \u2013 In unit"", ""Refrigerator"", ""Shower gel"", ""Central air conditioning"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Dishwasher"", ""Heating"", ""Freezer"", ""Single level home"", ""Paid parking off premises"", ""Iron"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Cooking basics"", ""Cleaning products""]",121.0,3,25
40927796,Kingston,-38.00935,145.09018,Entire home/apt,6,3.5 baths,3,4,"[""Microwave"", ""Free street parking"", ""Lockbox"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Security cameras on property"", ""Dryer"", ""Iron"", ""Self check-in"", ""Cooking basics"", ""Private entrance"", ""Free parking on premises"", ""Washer""]",169.0,2,77
122741239,Melbourne,-37.80809,144.96116,Entire home/apt,4,1.5 baths,1,1,"[""Pool"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Gym"", ""Carbon monoxide alarm"", ""Hangers"", ""Pets allowed"", ""Essentials"", ""Private entrance"", ""Host greets you"", ""Hot water"", ""Long term stays allowed"", ""Air conditioning"", ""Washer"", ""Elevator""]",100.0,14,1
111260416,Melbourne,-37.81345,144.95701,Private room,1,1.5 shared baths,1,1,"[""Microwave"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Host greets you"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Gym"", ""Dishes and silverware"", ""Paid parking on premises"", ""Cleaning available during stay"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""Shampoo"", ""Oven"", ""Pool"", ""Stove"", ""Patio or balcony"", ""Pets allowed"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Heating"", ""Smoking allowed"", ""Single level home"", ""Paid parking off premises"", ""Ethernet connection"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Washer""]",75.0,2,36
147567975,Yarra Ranges,-37.8333,145.35537,Hotel room,2,1 private bath,1,1,"[""Microwave"", ""Breakfast"", ""Coffee maker"", ""Wifi"", ""Hot tub"", ""Bed linens"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Shampoo"", ""Patio or balcony"", ""Keypad"", ""Refrigerator"", ""Free parking on premises"", ""Air conditioning"", ""Heating"", ""Crib"", ""Iron"", ""TV with standard cable"", ""Fire extinguisher"", ""Self check-in"", ""Indoor fireplace""]",425.0,1,11
147567975,Yarra Ranges,-37.83413,145.35684,Hotel room,2,1 private bath,1,1,"[""Smoke alarm"", ""Wifi"", ""Crib"", ""Iron"", ""Keypad"", ""Private hot tub"", ""First aid kit"", ""Hangers"", ""Breakfast"", ""Essentials"", ""TV with standard cable"", ""Fire extinguisher"", ""Free parking on premises"", ""Indoor fireplace"", ""Free street parking"", ""Self check-in"", ""Hair dryer"", ""Shampoo"", ""Air conditioning"", ""Heating""]",425.0,1,1
189846182,Melbourne,-37.82348,144.96358,Entire home/apt,2,1 bath,1,1,"[""Microwave"", ""Coffee maker"", ""Hot water"", ""Elevator"", ""Dining table"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Gym"", ""Dishes and silverware"", ""Essentials"", ""Toaster"", ""Hair dryer"", ""Long term stays allowed"", ""Shampoo"", ""Oven"", ""Building staff"", ""Pool"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Security cameras on property"", ""Paid parking lot on premises"", ""Dryer"", ""Crib"", ""Iron"", ""TV with standard cable"", ""Self check-in"", ""Washer""]",261.0,7,100
147567975,Yarra Ranges,-37.83469,145.35568,Hotel room,2,1 private bath,1,1,"[""Breakfast"", ""Free street parking"", ""Indoor fireplace"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""Shampoo"", ""Bathtub"", ""Keypad"", ""Air conditioning"", ""Heating"", ""Crib"", ""Iron"", ""Private hot tub"", ""TV with standard cable"", ""Fire extinguisher"", ""Self check-in"", ""Free parking on premises""]",470.0,2,4
28329745,Yarra,-37.82629,145.01115,Entire home/apt,5,1.5 baths,3,3,"[""Microwave"", ""Coffee maker"", ""Free street parking"", ""Lockbox"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Stove"", ""Refrigerator"", ""Air conditioning"", ""Heating"", ""Iron"", ""Self check-in"", ""Cooking basics"", ""Free parking on premises"", ""Washer""]",250.0,2,6
22124130,Merri-bek,-37.76261,144.9408,Private room,2,1 shared bath,1,1,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Iron"", ""Carbon monoxide alarm"", ""Hangers"", ""Pets allowed"", ""Essentials"", ""Heating"", ""Free parking on premises"", ""Breakfast"", ""Air conditioning"", ""Washer""]",149.0,3,5
192611855,Yarra,-37.81635,145.00252,Entire home/apt,4,2 baths,2,2,"[""Clothing storage: closet"", ""Shared gym in building"", ""Stainless steel gas stove"", ""Microwave"", ""Hot water kettle"", ""Free parking garage on premises \u2013 1 space"", ""HDTV with Netflix, standard cable"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Free street parking"", ""Lockbox"", ""Hot water"", ""Elevator"", ""Dining table"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Toaster"", ""Hair dryer"", ""Long term stays allowed"", ""Shampoo"", ""Oven"", ""Samsung Bluetooth Soundbar Bluetooth sound system"", ""Free washer \u2013 In unit"", ""Refrigerator"", ""Shower gel"", ""Central air conditioning"", ""Wine glasses"", ""Dishwasher"", ""Freezer"", ""City skyline view"", ""Outdoor furniture"", ""Iron"", ""Central heating"", ""Self check-in"", ""Private patio or balcony"", ""Cooking basics"", ""Baking sheet"", ""Cleaning products""]",120.0,2,133
760849,Kingston,-37.98412,145.0688,Entire home/apt,7,2.5 baths,3,5,"[""Microwave"", ""Hot water kettle"", ""Drying rack for clothing"", ""Private BBQ grill: gas"", ""Barbecue utensils"", ""Free street parking"", ""Lockbox"", ""Gas stove"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water"", ""Dining table"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Conditioner"", ""Hangers"", ""Essentials"", ""Toaster"", ""Hair dryer"", ""Room-darkening shades"", ""TV"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Free residential garage on premises \u2013 1 space"", ""Paid folding or convertible high chair - available upon request"", ""Bathtub"", ""Body soap"", ""Free washer \u2013 In unit"", ""Outdoor dining area"", ""Refrigerator"", ""Pets allowed"", ""Wine glasses"", ""Dishwasher"", ""Backyard"", ""Freezer"", ""Outdoor furniture"", ""Iron"", ""Extra pillows and blankets"", ""Central heating"", ""Fire extinguisher"", ""Self check-in"", ""Clothing storage: wardrobe"", ""Cooking basics"", ""Private entrance"", ""Private patio or balcony"", ""Cleaning products""]",621.0,5,6
169962232,Monash,-37.92397,145.12625,Private room,1,1 shared bath,1,1,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dryer"", ""Iron"", ""Lock on bedroom door"", ""TV"", ""Washer""]",35.0,7,3
147567975,Yarra Ranges,-37.8354,145.35673,Hotel room,2,1 private bath,1,1,"[""Microwave"", ""Breakfast"", ""Coffee maker"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Hot tub"", ""Dishes and silverware"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""Shampoo"", ""Patio or balcony"", ""Keypad"", ""Refrigerator"", ""Backyard"", ""Air conditioning"", ""Heating"", ""Free parking on premises"", ""Crib"", ""Iron"", ""TV with standard cable"", ""Fire extinguisher"", ""Self check-in"", ""Indoor fireplace""]",425.0,1,44
34619398,Melbourne,-37.82687,144.95919,Entire home/apt,4,1 bath,2,2,"[""Microwave"", ""Sea view"", ""Carbon monoxide alarm"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Stove"", ""Patio or balcony"", ""Ocean view"", ""Refrigerator"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""City skyline view"", ""Crib"", ""Iron"", ""Paid parking off premises"", ""Cooking basics"", ""Washer""]",139.0,2,223
189846843,Melbourne,-37.81126,144.9565,Entire home/apt,2,1 bath,1,1,"[""Microwave"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Gym"", ""Dishes and silverware"", ""Paid parking on premises"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Building staff"", ""Patio or balcony"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Air conditioning"", ""Security cameras on property"", ""Iron"", ""Self check-in""]",190.0,7,3
23685552,Whitehorse,-37.85205,145.11775,Private room,2,1.5 baths,1,1,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Private living room"", ""Dryer"", ""Iron"", ""Hangers"", ""Essentials"", ""Free parking on premises"", ""Host greets you"", ""Hair dryer"", ""Shampoo"", ""Air conditioning"", ""Washer""]",60.0,1,2
12907768,Yarra,-37.82059,144.99467,Entire home/apt,5,1.5 baths,2,3,"[""Microwave"", ""Hot water kettle"", ""Drying rack for clothing"", ""Standalone high chair"", ""Free street parking"", ""Lockbox"", ""Crib - always at the listing"", ""Hot water"", ""Dining table"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""Children\u2019s dinnerware"", ""Babysitter recommendations"", ""First aid kit"", ""Conditioner"", ""Hangers"", ""Essentials"", ""Toaster"", ""Hair dryer"", ""Room-darkening shades"", ""TV"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Ceiling fan"", ""Stove"", ""Coffee"", ""Bathtub"", ""Body soap"", ""Free washer \u2013 In unit"", ""Refrigerator"", ""Shower gel"", ""Central air conditioning"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Heating"", ""Freezer"", ""City skyline view"", ""Outdoor furniture"", ""Iron"", ""Courtyard view"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Coffee maker: Nespresso"", ""Self check-in"", ""Clothing storage: wardrobe"", ""Cooking basics"", ""Baking sheet"", ""Private entrance"", ""Private patio or balcony"", ""Cleaning products"", ""Free parking on premises""]",300.0,2,118
17272671,Stonnington,-37.83643,144.9968,Private room,1,1 private bath,1,1,"[""Pool"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Gym"", ""Dryer"", ""Hangers"", ""Smart lock"", ""Essentials"", ""Heating"", ""Self check-in"", ""Hot water"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Washer"", ""Elevator""]",165.0,7,0
144534513,Whitehorse,-37.81755,145.11809,Entire home/apt,4,1.5 baths,1,1,"[""Microwave"", ""BBQ grill"", ""Free street parking"", ""Host greets you"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Dishes and silverware"", ""Gym"", ""Paid parking on premises"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Shared pool"", ""Dishwasher"", ""Paid parking off premises"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Cooking basics"", ""Washer""]",65.0,364,22
14914317,Yarra,-37.80299,144.99484,Entire home/apt,5,1 bath,3,4,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dryer"", ""Iron"", ""Essentials"", ""Heating"", ""Self check-in"", ""Lockbox"", ""TV"", ""Washer""]",138.0,7,1
94463356,Bayside,-37.92364,145.00774,Entire home/apt,4,1 bath,1,2,"[""Wifi"", ""Kitchen"", ""Bed linens"", ""Dryer"", ""Iron"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""TV with standard cable"", ""Heating"", ""Free parking on premises"", ""Pets allowed"", ""Private entrance"", ""Hot water"", ""Hair dryer"", ""Shampoo"", ""Air conditioning"", ""Washer""]",95.0,2,0
192442591,Melbourne,-37.82655,144.95829,Private room,2,1 private bath,1,1,"[""Wifi"", ""Kitchen"", ""Dryer"", ""Iron"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Heating"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Washer"", ""Elevator""]",100.0,1,0
279001183,Moonee Valley,-37.78171,144.93852,Entire home/apt,2,1 bath,1,1,"[""Microwave"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Lockbox"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Room-darkening shades"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Stove"", ""Refrigerator"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Iron"", ""Self check-in"", ""Private entrance"", ""Free parking on premises"", ""Washer""]",156.0,3,33
192719610,Melbourne,-37.80871,144.95874,Entire home/apt,2,1 bath,1,3,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Gym"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Hair dryer"", ""Shampoo"", ""Air conditioning"", ""Washer"", ""Elevator""]",70.0,100,0
9668683,Boroondara,-37.81019,145.09932,Entire home/apt,1,1 bath,0,1,"[""Microwave"", ""Hot water kettle"", ""Washer \u2013\u00a0In building"", ""Free street parking"", ""Host greets you"", ""Hot water"", ""Smoke alarm"", ""Kitchen"", ""Dedicated workspace"", ""Cleaning available during stay"", ""Essentials"", ""Toaster"", ""Private backyard \u2013 Fully fenced"", ""Hair dryer"", ""TV"", ""Stove"", ""Refrigerator"", ""Heating"", ""Extra pillows and blankets"", ""Cooking basics"", ""Free parking on premises"", ""Mini fridge""]",80.0,3,19
79604848,Wyndham,-37.85142,144.66317,Private room,2,1 shared bath,1,1,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dryer"", ""Iron"", ""Hangers"", ""Pets allowed"", ""Essentials"", ""Heating"", ""Free parking on premises"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Washer""]",65.0,1,0
192782318,Melbourne,-37.81478,144.9534,Entire home/apt,7,2 baths,2,3,"[""Microwave"", ""BBQ grill"", ""Lockbox"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Gym"", ""Dishes and silverware"", ""Paid parking on premises"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Room-darkening shades"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Pool"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Dryer"", ""Iron"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Self check-in"", ""Cooking basics"", ""Private entrance"", ""Washer""]",217.0,60,3
151650017,Melbourne,-37.79932,144.97307,Entire home/apt,2,1 bath,1,1,"[""Microwave"", ""Carbon monoxide alarm"", ""Public or shared beach access"", ""Free street parking"", ""Lockbox"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Long term stays allowed"", ""Oven"", ""Stove"", ""Patio or balcony"", ""Laundromat nearby"", ""Refrigerator"", ""Backyard"", ""Air conditioning"", ""Heating"", ""Iron"", ""Self check-in"", ""Cleaning products"", ""Washer""]",110.0,7,16
90434097,Monash,-37.86774,145.18338,Private room,2,2.5 shared baths,3,1,"[""Security cameras on property"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Pool"", ""Dryer"", ""Iron"", ""Hangers"", ""Pets allowed"", ""Essentials"", ""Heating"", ""Free parking on premises"", ""Breakfast"", ""Host greets you"", ""Hair dryer"", ""Shampoo"", ""Air conditioning"", ""Washer""]",88.0,1,0
177604349,Merri-bek,-37.75932,144.97612,Entire home/apt,4,1 bath,2,2,"[""Microwave"", ""Host greets you"", ""Hot water"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Cleaning available during stay"", ""First aid kit"", ""Hangers"", ""Essentials"", ""TV"", ""Shampoo"", ""Oven"", ""Long term stays allowed"", ""Stove"", ""Pets allowed"", ""Refrigerator"", ""Backyard"", ""Air conditioning"", ""Heating"", ""Smoking allowed"", ""Single level home"", ""Iron"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Cooking basics"", ""Free parking on premises"", ""Washer""]",85.0,1,0
37536766,Port Phillip,-37.86586,144.97793,Entire home/apt,4,1 bath,2,2,"[""Microwave"", ""Coffee maker"", ""Free street parking"", ""Host greets you"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Hangers"", ""Essentials"", ""TV"", ""Shampoo"", ""Oven"", ""Stove"", ""Pets allowed"", ""Refrigerator"", ""Backyard"", ""Heating"", ""Smoking allowed"", ""Iron"", ""Fire extinguisher"", ""Cooking basics"", ""Private entrance"", ""Washer""]",110.0,4,1
31266669,Stonnington,-37.83272,144.98854,Entire home/apt,2,1 bath,1,1,"[""Microwave"", ""BBQ grill"", ""Free street parking"", ""Lockbox"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""First aid kit"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""TV"", ""Shampoo"", ""Oven"", ""Stove"", ""Patio or balcony"", ""Refrigerator"", ""Dishwasher"", ""Air conditioning"", ""Heating"", ""Single level home"", ""Iron"", ""Self check-in"", ""Cooking basics"", ""Private entrance"", ""Free parking on premises"", ""Washer""]",100.0,2,70
173801070,Melbourne,-37.82212,144.95662,Entire home/apt,5,1 bath,1,2,"[""Smoking allowed"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Paid parking lot on premises"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Hangers"", ""Essentials"", ""TV"", ""Shampoo"", ""Air conditioning"", ""Heating"", ""Elevator""]",120.0,2,21
182393811,Monash,-37.86675,145.14806,Private room,1,1 shared bath,1,1,"[""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Washer"", ""Carbon monoxide alarm"", ""Hangers"", ""Lock on bedroom door"", ""Hot water"", ""Hair dryer"", ""Free parking on premises"", ""Heating""]",149.0,8,0
190394623,Melbourne,-37.79955,144.95402,Private room,2,1 shared bath,1,1,"[""Microwave"", ""Private living room"", ""Carbon monoxide alarm"", ""Lockbox"", ""Hot water"", ""Elevator"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dishes and silverware"", ""Paid parking on premises"", ""Cleaning available during stay"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""Long term stays allowed"", ""Shampoo"", ""Oven"", ""Stove"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Heating"", ""Paid parking off premises"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Self check-in"", ""Cooking basics"", ""Washer""]",36.0,5,1
181419436,Yarra,-37.80654,144.98564,Entire home/apt,2,1 bath,1,1,"[""Microwave"", ""AC - split type ductless system"", ""Free street parking"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Hangers"", ""Smart lock"", ""Essentials"", ""Hair dryer"", ""Long term stays allowed"", ""Shampoo"", ""Oven"", ""Free residential garage on premises \u2013 1 space"", ""Stove"", ""Free washer \u2013 In unit"", ""HDTV with Amazon Prime Video, Netflix"", ""Refrigerator"", ""Shower gel"", ""Dishwasher"", ""Heating"", ""Iron"", ""Self check-in"", ""Cooking basics"", ""Private entrance""]",136.0,2,141
